Statistical profiling result from isolate-0x102001600-v8-67892.log, (160849 ticks, 10639 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     23    0.1%    0.0%  v8::internal::Builtin_NumberPrototypeToString(int, v8::internal::Object**, v8::internal::Isolate*)
     22    0.1%    0.0%  void v8::internal::LookupIterator::NextInternal<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     21    0.1%    0.0%  node::Buffer::ByteLengthUtf8(v8::FunctionCallbackInfo<v8::Value> const&)
     19    0.1%    0.0%  v8::internal::Isolate::RunMicrotasksInternal()
     18    0.1%    0.0%  v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow, v8::internal::Object::StoreFromKeyed)
     18    0.1%    0.0%  v8::ArrayBufferView::ByteLength()
     17    0.1%    0.0%  v8::internal::ThreadId::GetCurrentThreadId()
     17    0.1%    0.0%  v8::internal::Runtime_KeyedStoreIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
     17    0.1%    0.0%  v8::internal::Logger::ApiEntryCall(char const*)
     17    0.1%    0.0%  v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
     17    0.1%    0.0%  v8::Value::ToString(v8::Local<v8::Context>) const
     17    0.1%    0.0%  v8::Value::IntegerValue() const
     17    0.1%    0.0%  v8::Object::Set(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Value>)
     17    0.1%    0.0%  v8::HandleScope::~HandleScope()
     16    0.1%    0.0%  v8::Utf8Length(v8::internal::String*, v8::internal::Isolate*)
     16    0.1%    0.0%  node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding)
     15    0.1%    0.0%  v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     14    0.1%    0.0%  _uv_write2
     13    0.1%    0.0%  node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
     12    0.0%    0.0%  v8::internal::Runtime_TryInstallOptimizedCode(int, v8::internal::Object**, v8::internal::Isolate*)
     12    0.0%    0.0%  v8::internal::Runtime_ClassOf(int, v8::internal::Object**, v8::internal::Isolate*)
     12    0.0%    0.0%  v8::internal::LookupIterator::PrepareTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::StoreFromKeyed)
     12    0.0%    0.0%  v8::Locker::IsActive()
     11    0.0%    0.0%  v8::internal::Runtime_AllocateInTargetSpace(int, v8::internal::Object**, v8::internal::Isolate*)
     11    0.0%    0.0%  v8::internal::Map::TransitionToDataProperty(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::StoreFromKeyed)
     11    0.0%    0.0%  node::StreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
     10    0.0%    0.0%  v8::internal::Heap::AllocateRawOneByteString(int, v8::internal::PretenureFlag)
     10    0.0%    0.0%  v8::ArrayBufferView::Buffer()
     10    0.0%    0.0%  _uv_try_write
      9    0.0%    0.0%  v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
      9    0.0%    0.0%  v8::internal::Runtime_NewObject(int, v8::internal::Object**, v8::internal::Isolate*)
      9    0.0%    0.0%  v8::internal::(anonymous namespace)::UpdateDescriptorForValue(v8::internal::Handle<v8::internal::Map>, int, v8::internal::Handle<v8::internal::Object>)
      9    0.0%    0.0%  v8::String::NewFromUtf8(v8::Isolate*, char const*, v8::String::NewStringType, int)
      9    0.0%    0.0%  v8::RecursivelySerializeToUtf8(v8::internal::String*, v8::Utf8WriterVisitor*, int)
      8    0.0%    0.0%  v8::internal::Runtime_KeyedLoadIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      8    0.0%    0.0%  v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
      8    0.0%    0.0%  v8::String::WriteOneByte(unsigned char*, int, int, int) const
      8    0.0%    0.0%  v8::Object::InternalFieldCount()
      8    0.0%    0.0%  v8::EscapableHandleScope::Escape(v8::internal::Object**)
      7    0.0%    0.0%  void node::Buffer::StringWrite<(node::encoding)0>(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.0%    0.0%  v8::internal::Runtime_CreateObjectLiteral(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.0%    0.0%  v8::internal::Runtime_CompileForOnStackReplacement(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.0%    0.0%  v8::internal::LookupIterator::WriteDataValue(v8::internal::Handle<v8::internal::Object>)
      7    0.0%    0.0%  v8::Value::ToString(v8::Isolate*) const
      6    0.0%    0.0%  v8::internal::Runtime_Interrupt(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.0%    0.0%  v8::internal::Object::SetProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed)
      6    0.0%    0.0%  v8::String::IsExternalOneByte() const
      6    0.0%    0.0%  v8::Object::Set(v8::Local<v8::Value>, v8::Local<v8::Value>)
      6    0.0%    0.0%  int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
      5    0.0%    0.0%  void node::StreamBase::JSMethod<node::StreamWrap, &(node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      5    0.0%    0.0%  v8::internal::TransitionArray::SearchDetails(int, v8::internal::PropertyKind, v8::internal::PropertyAttributes, int*)
      5    0.0%    0.0%  v8::internal::Object::InstanceOf(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      5    0.0%    0.0%  v8::V8::GetEternal(v8::Isolate*, int)
      5    0.0%    0.0%  v8::String::IsExternal() const
      5    0.0%    0.0%  uv
      4    0.0%    0.0%  void v8::internal::LookupIterator::Start<false>()
      4    0.0%    0.0%  v8::internal::LookupIterator::LookupIterator(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::LookupIterator::Configuration)
      4    0.0%    0.0%  v8::internal::LookupIterator::GetStoreTarget() const
      4    0.0%    0.0%  v8::internal::JSObject::RawFastPropertyAtPut(v8::internal::FieldIndex, v8::internal::Object*)
      4    0.0%    0.0%  v8::internal::Builtin_TypedArrayPrototypeBuffer(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  v8::internal::Builtin_JsonParse(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  v8::internal::Builtin_ArraySplice(int, v8::internal::Object**, v8::internal::Isolate*)
      4    0.0%    0.0%  node::Buffer::Data(v8::Local<v8::Value>)
      3    0.0%    0.0%  v8::internal::TransitionArray::SearchTransition(v8::internal::Map*, v8::internal::PropertyKind, v8::internal::Name*, v8::internal::PropertyAttributes)
      3    0.0%    0.0%  v8::internal::Runtime_NumberToStringSkipCache(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Runtime_BinaryOpIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
      3    0.0%    0.0%  v8::internal::Object::GetMethod(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Name>)
      3    0.0%    0.0%  v8::internal::Map::Update(v8::internal::Handle<v8::internal::Map>)
      3    0.0%    0.0%  v8::internal::LookupIterator::ApplyTransitionToDataProperty(v8::internal::Handle<v8::internal::JSObject>)
      3    0.0%    0.0%  v8::internal::Builtin_ObjectDefineProperty(int, v8::internal::Object**, v8::internal::Isolate*)
      3    0.0%    0.0%  v8::Isolate::SuppressMicrotaskExecutionScope::SuppressMicrotaskExecutionScope(v8::Isolate*)
      3    0.0%    0.0%  v8::(anonymous namespace)::CallDepthScope<false>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
      3    0.0%    0.0%  _uv__io_stop
      2    0.0%    0.0%  v8::internal::TypeFeedbackOracle::ProcessRelocInfos(v8::internal::ZoneList<v8::internal::RelocInfo>*)
      2    0.0%    0.0%  v8::internal::StringSearch<unsigned char, unsigned char>::InitialSearch(v8::internal::StringSearch<unsigned char, unsigned char>*, v8::internal::Vector<unsigned char const>, int)
      2    0.0%    0.0%  v8::internal::Runtime_NewClosure(int, v8::internal::Object**, v8::internal::Isolate*)
      2    0.0%    0.0%  v8::internal::JSObject::WriteToField(int, v8::internal::PropertyDetails, v8::internal::Object*)
      2    0.0%    0.0%  v8::internal::FieldType::NowContains(v8::internal::Object*)
      2    0.0%    0.0%  v8::HandleScope::HandleScope(v8::Isolate*)
      2    0.0%    0.0%  v8::EscapableHandleScope::EscapableHandleScope(v8::Isolate*)
      2    0.0%    0.0%  node::StringBytes::StorageSize(v8::Isolate*, v8::Local<v8::Value>, node::encoding)
      2    0.0%    0.0%  int v8::internal::LinearSearch<(v8::internal::SearchMode)0, v8::internal::TransitionArray>(v8::internal::TransitionArray*, v8::internal::Name*, int, int*)
      2    0.0%    0.0%  _uv__write_req_finish
      2    0.0%    0.0%  _uv__stream_osx_interrupt_select
      2    0.0%    0.0%  _uv___stream_fd
      1    0.0%    0.0%  void node::StreamBase::JSMethod<node::StreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  v8::internal::TransitionArray::Search(v8::internal::PropertyKind, v8::internal::Name*, v8::internal::PropertyAttributes, int*)
      1    0.0%    0.0%  v8::internal::String::ComputeAndSetHash()
      1    0.0%    0.0%  v8::internal::Space::AllocationStep(unsigned char*, int)
      1    0.0%    0.0%  v8::internal::Runtime_ToBooleanIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_ThrowCalledNonCallable(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_StringEqual(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_NotifyDeoptimized(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_LoadGlobalIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_GenericHash(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_CompareIC_Miss(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_ArrayPush(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::Runtime_AllocateInNewSpace(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::internal::PagedSpace::AllocateRawUnaligned(int, v8::internal::PagedSpace::UpdateSkipList)
      1    0.0%    0.0%  v8::internal::LookupIterator::LookupIterator(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::LookupIterator::Configuration)
      1    0.0%    0.0%  v8::internal::Isolate::RunMicrotasks()
      1    0.0%    0.0%  v8::internal::Handle<v8::internal::SlicedString> v8::internal::Factory::New<v8::internal::SlicedString>(v8::internal::Handle<v8::internal::Map>, v8::internal::AllocationSpace)
      1    0.0%    0.0%  v8::internal::Builtin_JsonStringify(int, v8::internal::Object**, v8::internal::Isolate*)
      1    0.0%    0.0%  v8::base::Thread::GetThreadLocal(int)
      1    0.0%    0.0%  v8::String::Utf8Length() const
      1    0.0%    0.0%  v8::Integer::New(v8::Isolate*, int)
      1    0.0%    0.0%  non-virtual thunk to node::StreamWrap::IsIPCPipe()
      1    0.0%    0.0%  node::Buffer::Utf8Write(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Buffer::Utf8Slice(v8::FunctionCallbackInfo<v8::Value> const&)
      1    0.0%    0.0%  node::Buffer::HasInstance(v8::Local<v8::Value>)
      1    0.0%    0.0%  _uv__count_bufs

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 2.0% are not shown.

   ticks parent  name
  110844   68.9%  /usr/lib/system/libsystem_kernel.dylib

  14063    8.7%  void node::StreamBase::JSMethod<node::StreamWrap, &(int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
  14062  100.0%    v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
  10525   74.8%      LazyCompile: *Socket._writeGeneric net.js:675:42
   8869   84.3%        LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
   8869  100.0%          LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
   8869  100.0%            LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
   1064   10.1%        LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
   1064  100.0%          LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
   1064  100.0%            LazyCompile: *brpoplpush /Volumes/Fast/Dropbox/Development/Node/nzbindexer/lib/queue.js:40:12
    590    5.6%        LazyCompile: *writeOrBuffer _stream_writable.js:290:23
    532   90.2%          LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
    532  100.0%            LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
     58    9.8%          LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
     58  100.0%            LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
   1612   11.5%      LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
   1612  100.0%        LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
   1612  100.0%          LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
   1612  100.0%            LazyCompile: *ok /Volumes/Fast/Dropbox/Development/Node/nzbindexer/lib/queue.js:93:4
   1168    8.3%      Function: ~<anonymous> module.js:1:11
   1041   89.1%        LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
   1041  100.0%          LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
   1041  100.0%            LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
    127   10.9%        LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
    127  100.0%          LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
    127  100.0%            LazyCompile: *brpoplpush /Volumes/Fast/Dropbox/Development/Node/nzbindexer/lib/queue.js:40:12
    551    3.9%      LazyCompile: *createWriteReq net.js:747:24
    551  100.0%        LazyCompile: ~Socket._writeGeneric net.js:675:42
    369   67.0%          LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
    369  100.0%            LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
    116   21.1%          LazyCompile: *writeOrBuffer _stream_writable.js:290:23
    103   88.8%            LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
     13   11.2%            LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
     42    7.6%          LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
     42  100.0%            LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
     18    3.3%          LazyCompile: ~Buffer.write buffer.js:729:34
     15   83.3%            LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
      3   16.7%            LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56

  10639    6.6%  UNKNOWN
   2381   22.4%    LazyCompile: *Socket._writeGeneric net.js:675:42
   1656   69.6%      LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
   1656  100.0%        LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
   1656  100.0%          LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
   1656  100.0%            LazyCompile: *ok /Volumes/Fast/Dropbox/Development/Node/nzbindexer/lib/queue.js:93:4
    666   28.0%      LazyCompile: *writeOrBuffer _stream_writable.js:290:23
    602   90.4%        LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
    602  100.0%          LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
    576   95.7%            LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
     26    4.3%            LazyCompile: ~RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
     60    9.0%        LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
     50   83.3%          LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
     50  100.0%            LazyCompile: *brpoplpush /Volumes/Fast/Dropbox/Development/Node/nzbindexer/lib/queue.js:40:12
     10   16.7%          LazyCompile: ~RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
     10  100.0%            LazyCompile: *brpoplpush /Volumes/Fast/Dropbox/Development/Node/nzbindexer/lib/queue.js:40:12
     59    2.5%      LazyCompile: ~Writable.write _stream_writable.js:219:36
     59  100.0%        LazyCompile: *Socket.write net.js:666:34
     59  100.0%          LazyCompile: ~Connection.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/mongodb-core/lib/connection/connection.js:508:38
     59  100.0%            LazyCompile: ~<anonymous> /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/mongodb-core/lib/connection/pool.js:1143:25
    447    4.2%    LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
    447  100.0%      LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
    447  100.0%        LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
    447  100.0%          LazyCompile: *ok /Volumes/Fast/Dropbox/Development/Node/nzbindexer/lib/queue.js:93:4
    447  100.0%            LazyCompile: ~processMessage /Volumes/Fast/Dropbox/Development/Node/nzbindexer/articles2ToDatabase.js:48:27
    214    2.0%    Script: ~module.js
    207   96.7%      LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
    207  100.0%        LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
    207  100.0%          LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
    207  100.0%            LazyCompile: *ok /Volumes/Fast/Dropbox/Development/Node/nzbindexer/lib/queue.js:93:4
      7    3.3%      LazyCompile: ~Writable.write _stream_writable.js:219:36
      7  100.0%        LazyCompile: *Socket.write net.js:666:34
      7  100.0%          LazyCompile: ~Connection.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/mongodb-core/lib/connection/connection.js:508:38
      7  100.0%            LazyCompile: ~<anonymous> /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/mongodb-core/lib/connection/pool.js:1143:25
    214    2.0%    LazyCompile: *createWriteReq net.js:747:24
    214  100.0%      LazyCompile: ~Socket._writeGeneric net.js:675:42
    120   56.1%        LazyCompile: *writeOrBuffer _stream_writable.js:290:23
    113   94.2%          LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
    104   92.0%            LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
      9    8.0%            LazyCompile: ~RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
      7    5.8%          LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
      7  100.0%            LazyCompile: ~RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98
     91   42.5%        LazyCompile: *RedisClient.write /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:1009:40
     91  100.0%          LazyCompile: *RedisClient.internal_send_command /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/index.js:864:56
     91  100.0%            LazyCompile: *RedisClient.(anonymous function).RedisClient.(anonymous function) /Volumes/Fast/Dropbox/Development/Node/nzbindexer/node_modules/redis/lib/commands.js:31:98

