Statistical profiling result from isolate-0x102001600-v8-67892.log, (160849 ticks, 10639 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     27    0.0%    0.1%  void node::Buffer::StringSlice<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
     27    0.0%    0.1%  v8::internal::SaveContext::~SaveContext()
     27    0.0%    0.1%  v8::internal::(anonymous namespace)::ProbeInstantiationsCache(v8::internal::Isolate*, int)
     27    0.0%    0.1%  v8::ArrayBuffer::GetContents()
     26    0.0%    0.1%  v8::internal::MaybeHandle<v8::internal::JSObject> v8::internal::FixedArray::GetValue<v8::internal::JSObject>(v8::internal::Isolate*, int) const
     26    0.0%    0.1%  v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<true>(v8::internal::Map*, v8::internal::JSReceiver*)
     26    0.0%    0.1%  v8::internal::Heap::AllocateJSObject(v8::internal::JSFunction*, v8::internal::PretenureFlag, v8::internal::AllocationSite*)
     26    0.0%    0.1%  v8::internal::ConsString* v8::internal::String::VisitFlat<v8::Utf8WriterVisitor>(v8::Utf8WriterVisitor*, v8::internal::String*, int)
     26    0.0%    0.1%  v8::Utf8LengthHelper::Calculate(v8::internal::ConsString*, unsigned char*)
     25    0.0%    0.1%  v8::internal::Runtime_KeyedGetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     25    0.0%    0.1%  v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::IteratingStringHasher>(v8::internal::IteratingStringHasher*, v8::internal::String*, int)
     25    0.0%    0.1%  v8::EscapableHandleScope::Escape(v8::internal::Object**)
     25    0.0%    0.1%  v8::ArrayBufferView::ByteOffset()
     24    0.0%    0.0%  v8::internal::TimerEventScope<v8::internal::TimerEventExecute>::LogTimerEvent(v8::internal::Logger::StartEnd)
     24    0.0%    0.0%  v8::internal::Scavenger::ScavengeObject(v8::internal::HeapObject**, v8::internal::HeapObject*)
     24    0.0%    0.0%  v8::internal::JSObject::RawFastPropertyAtPut(v8::internal::FieldIndex, v8::internal::Object*)
     24    0.0%    0.0%  v8::internal::JSObject::HasEnumerableElements()
     24    0.0%    0.0%  v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
     24    0.0%    0.0%  v8::internal::Factory::CopyJSObject(v8::internal::Handle<v8::internal::JSObject>)
     24    0.0%    0.0%  node::StreamWrap::OnAlloc(uv_handle_s*, unsigned long, uv_buf_t*)
     23    0.0%    0.0%  v8::internal::Logger::ApiObjectAccess(char const*, v8::internal::JSObject*)
     23    0.0%    0.0%  v8::internal::Factory::NewFixedTypedArrayWithExternalPointer(int, v8::internal::ExternalArrayType, void*, v8::internal::PretenureFlag)
     23    0.0%    0.0%  v8::Value::IsFunction() const
     23    0.0%    0.0%  v8::Object::Get(v8::Local<v8::Value>)
     23    0.0%    0.0%  node::Buffer::Copy(v8::FunctionCallbackInfo<v8::Value> const&)
     23    0.0%    0.0%  _uv__run_timers
     22    0.0%    0.0%  node::StreamBase::EmitData(long, v8::Local<v8::Object>, v8::Local<v8::Object>)
     22    0.0%    0.0%  _uv__run_prepare
     22    0.0%    0.0%  _uv___stream_fd
     21    0.0%    0.0%  v8::internal::Zone::DeleteAll()
     21    0.0%    0.0%  v8::internal::PrototypeIterator::Advance()
     21    0.0%    0.0%  v8::internal::Object::ToLength(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
     21    0.0%    0.0%  v8::internal::JSArrayBuffer::Setup(v8::internal::Handle<v8::internal::JSArrayBuffer>, v8::internal::Isolate*, bool, void*, unsigned long, v8::internal::SharedFlag)
     21    0.0%    0.0%  v8::internal::Heap::CopyFixedArrayAndGrow(v8::internal::FixedArray*, int, v8::internal::PretenureFlag)
     21    0.0%    0.0%  v8::internal::HandleScope::Extend(v8::internal::Isolate*)
     21    0.0%    0.0%  v8::(anonymous namespace)::CallDepthScope<true>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
     21    0.0%    0.0%  v8::(anonymous namespace)::CallDepthScope<false>::CallDepthScope(v8::internal::Isolate*, v8::Local<v8::Context>)
     20    0.0%    0.0%  void v8::internal::RelocInfo::Visit<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::Heap*)
     20    0.0%    0.0%  v8::internal::Zone::New(unsigned long)
     20    0.0%    0.0%  v8::internal::StringTable::LookupString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>)
     20    0.0%    0.0%  v8::internal::String::SlowEquals(v8::internal::String*)
     20    0.0%    0.0%  v8::internal::IncrementalMarking::WhiteToGreyAndPush(v8::internal::HeapObject*, v8::internal::MarkBit)
     20    0.0%    0.0%  v8::internal::Factory::NewNumberFromSize(unsigned long, v8::internal::PretenureFlag)
     20    0.0%    0.0%  v8::internal::Builtin_Impl_DateConstructor_ConstructStub(v8::internal::BuiltinArguments, v8::internal::Isolate*)
     19    0.0%    0.0%  v8::internal::StubCache::Set(v8::internal::Name*, v8::internal::Map*, v8::internal::Code*)
     19    0.0%    0.0%  v8::internal::String::SlowFlatten(v8::internal::Handle<v8::internal::ConsString>, v8::internal::PretenureFlag)
     19    0.0%    0.0%  v8::internal::Runtime_GetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     19    0.0%    0.0%  v8::internal::RegExpImpl::Exec(v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, int, v8::internal::Handle<v8::internal::JSObject>)
     19    0.0%    0.0%  v8::internal::Object::ToNumber(v8::internal::Handle<v8::internal::Object>)
     19    0.0%    0.0%  v8::internal::Object::GetPropertyWithAccessor(v8::internal::LookupIterator*)
     19    0.0%    0.0%  v8::internal::LookupIterator::GetDataValue() const
     19    0.0%    0.0%  v8::internal::Isolate::RunMicrotasksInternal()
     19    0.0%    0.0%  v8::base::TimeTicks::HighResolutionNow()
     18    0.0%    0.0%  v8::internal::RegExpImpl::SetLastMatchInfo(v8::internal::Handle<v8::internal::JSObject>, v8::internal::Handle<v8::internal::String>, int, int*)
     18    0.0%    0.0%  v8::internal::List<v8::internal::Context*, v8::internal::FreeStoreAllocationPolicy>::Remove(int)
     18    0.0%    0.0%  v8::internal::Isolate::UpdateArrayProtectorOnSetElement(v8::internal::Handle<v8::internal::JSObject>)
     18    0.0%    0.0%  v8::internal::IncrementalMarking::MarkBlack(v8::internal::HeapObject*, int)
     18    0.0%    0.0%  v8::internal::IC::IC(v8::internal::IC::FrameDepth, v8::internal::Isolate*, v8::internal::FeedbackNexus*)
     18    0.0%    0.0%  v8::ArrayBufferView::ByteLength()
     18    0.0%    0.0%  std::__1::__hash_table<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::__unordered_map_hasher<v8::internal::JSArrayBuffer*, std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::hash<v8::internal::JSArrayBuffer*>, true>, std::__1::__unordered_map_equal<v8::internal::JSArrayBuffer*, std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, std::__1::equal_to<v8::internal::JSArrayBuffer*>, true>, std::__1::allocator<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long> > >::remove(std::__1::__hash_const_iterator<std::__1::__hash_node<std::__1::__hash_value_type<v8::internal::JSArrayBuffer*, unsigned long>, void*>*>)
     18    0.0%    0.0%  node::Start(v8::Isolate*, node::IsolateData*, int, char const* const*, int, char const* const*)
     17    0.0%    0.0%  v8::internal::PropertyCallbackArguments::Call(void (*)(v8::Local<v8::Name>, v8::PropertyCallbackInfo<v8::Value> const&), v8::internal::Handle<v8::internal::Name>)
     17    0.0%    0.0%  v8::internal::Factory::NewProperSubString(v8::internal::Handle<v8::internal::String>, int, int)
     17    0.0%    0.0%  v8::internal::ArrayBufferTracker::RegisterNew(v8::internal::Heap*, v8::internal::JSArrayBuffer*)
     17    0.0%    0.0%  v8::Value::ToString(v8::Local<v8::Context>) const
     17    0.0%    0.0%  v8::Value::IntegerValue() const
     17    0.0%    0.0%  v8::Object::Set(v8::Local<v8::Context>, v8::Local<v8::Value>, v8::Local<v8::Value>)
     17    0.0%    0.0%  node::Environment::StartProfilerIdleNotifier()::$_2::__invoke(uv_check_s*)
     17    0.0%    0.0%  double v8::internal::InternalStringToInt<unsigned char const*, unsigned char const*>(v8::internal::UnicodeCache*, unsigned char const*, unsigned char const*, int)
     16    0.0%    0.0%  v8::platform::DefaultPlatform::MonotonicallyIncreasingTime()
     16    0.0%    0.0%  v8::internal::ScavengeWeakObjectRetainer::RetainAs(v8::internal::Object*)
     16    0.0%    0.0%  v8::internal::Heap::EmptyFixedTypedArrayForMap(v8::internal::Map*)
     16    0.0%    0.0%  v8::internal::Heap::DoScavenge(v8::internal::ObjectVisitor*, unsigned char*, v8::internal::PromotionMode)
     16    0.0%    0.0%  v8::internal::(anonymous namespace)::Enumerate(v8::internal::Handle<v8::internal::JSReceiver>)
     16    0.0%    0.0%  v8::V8::GetEternal(v8::Isolate*, int)
     16    0.0%    0.0%  v8::Utf8Length(v8::internal::String*, v8::internal::Isolate*)
     16    0.0%    0.0%  std::__1::__tree_iterator<std::__1::__value_type<v8::Isolate*, std::__1::priority_queue<std::__1::pair<double, v8::Task*>, std::__1::vector<std::__1::pair<double, v8::Task*>, std::__1::allocator<std::__1::pair<double, v8::Task*> > >, std::__1::greater<std::__1::pair<double, v8::Task*> > > >, std::__1::__tree_node<std::__1::__value_type<v8::Isolate*, std::__1::priority_queue<std::__1::pair<double, v8::Task*>, std::__1::vector<std::__1::pair<double, v8::Task*>, std::__1::allocator<std::__1::pair<double, v8::Task*> > >, std::__1::greater<std::__1::pair<double, v8::Task*> > > >, void*>*, long> std::__1::__tree<std::__1::__value_type<v8::Isolate*, std::__1::priority_queue<std::__1::pair<double, v8::Task*>, std::__1::vector<std::__1::pair<double, v8::Task*>, std::__1::allocator<std::__1::pair<double, v8::Task*> > >, std::__1::greater<std::__1::pair<double, v8::Task*> > > >, std::__1::__map_value_compare<v8::Isolate*, std::__1::__value_type<v8::Isolate*, std::__1::priority_queue<std::__1::pair<double, v8::Task*>, std::__1::vector<std::__1::pair<double, v8::Task*>, std::__1::allocator<std::__1::pair<double, v8::Task*> > >, std::__1::greater<std::__1::pair<double, v8::Task*> > > >, std::__1::less<v8::Isolate*>, true>, std::__1::allocator<std::__1::__value_type<v8::Isolate*, std::__1::priority_queue<std::__1::pair<double, v8::Task*>, std::__1::vector<std::__1::pair<double, v8::Task*>, std::__1::allocator<std::__1::pair<double, v8::Task*> > >, std::__1::greater<std::__1::pair<double, v8::Task*> > > > > >::find<v8::Isolate*>(v8::Isolate* const&)
     16    0.0%    0.0%  node::StringBytes::Encode(v8::Isolate*, char const*, unsigned long, node::encoding)
     16    0.0%    0.0%  node::StreamWrap::OnReadImpl(long, uv_buf_t const*, uv_handle_type, void*)
     15    0.0%    0.0%  v8::internal::TransitionArray::SearchDetails(int, v8::internal::PropertyKind, v8::internal::PropertyAttributes, int*)
     15    0.0%    0.0%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::MarkMapContents(v8::internal::Heap*, v8::internal::Map*)
     15    0.0%    0.0%  v8::internal::NamedLoadHandlerCompiler::ComputeLoadNonexistent(v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::Map>)
     15    0.0%    0.0%  v8::internal::JSReceiver::SetPrototype(v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::Object>, bool, v8::internal::Object::ShouldThrow)
     15    0.0%    0.0%  v8::internal::JSObject::GetElementsTransitionMap(v8::internal::Handle<v8::internal::JSObject>, v8::internal::ElementsKind)
     15    0.0%    0.0%  v8::Context::Exit()
     15    0.0%    0.0%  bool v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::PromoteObject<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1, (v8::internal::AllocationAlignment)0>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*, int)
     14    0.0%    0.0%  v8::internal::RegExpImpl::AtomExec(v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, int, v8::internal::Handle<v8::internal::JSObject>)
     14    0.0%    0.0%  v8::internal::Object::SetProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode, v8::internal::Object::StoreFromKeyed)
     14    0.0%    0.0%  v8::internal::Heap::AllocateFixedArrayWithFiller(int, v8::internal::PretenureFlag, v8::internal::Object*)
     14    0.0%    0.0%  v8::CpuProfiler::SetIdle(bool)
     14    0.0%    0.0%  _uv_write2
     13    0.0%    0.0%  v8::internal::String::LastIndexOf(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
     13    0.0%    0.0%  v8::internal::Runtime_SetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
     13    0.0%    0.0%  v8::internal::FastKeyAccumulator::Prepare()
     13    0.0%    0.0%  v8::internal::Factory::NewJSObjectFromMap(v8::internal::Handle<v8::internal::Map>, v8::internal::PretenureFlag, v8::internal::Handle<v8::internal::AllocationSite>)
     13    0.0%    0.0%  v8::internal::Builtin_Impl_NumberPrototypeToString(v8::internal::BuiltinArguments, v8::internal::Isolate*)
     13    0.0%    0.0%  v8::Object::Get(v8::Local<v8::Context>, v8::Local<v8::Value>)
     13    0.0%    0.0%  non-virtual thunk to node::StreamWrap::GetAsyncWrap()
     13    0.0%    0.0%  node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&)
     13    0.0%    0.0%  _uv__run_idle
     12    0.0%    0.0%  v8::internal::StringTable::LookupKey(v8::internal::Isolate*, v8::internal::HashTableKey*)
     12    0.0%    0.0%  v8::internal::Map::TransitionElementsTo(v8::internal::Handle<v8::internal::Map>, v8::internal::ElementsKind)
     12    0.0%    0.0%  v8::internal::JSFunction::GetDerivedMap(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Handle<v8::internal::JSReceiver>)
     12    0.0%    0.0%  v8::internal::Heap::AllocateJSObjectFromMap(v8::internal::Map*, v8::internal::PretenureFlag, v8::internal::AllocationSite*)
     12    0.0%    0.0%  v8::internal::FindStringIndicesDispatch(v8::internal::Isolate*, v8::internal::String*, v8::internal::String*, v8::internal::ZoneList<int>*, unsigned int, v8::internal::Zone*)
     12    0.0%    0.0%  v8::internal::Factory::CopyFixedArrayAndGrow(v8::internal::Handle<v8::internal::FixedArray>, int, v8::internal::PretenureFlag)
     12    0.0%    0.0%  v8::internal::DescriptorArray::GetFieldType(int)
     12    0.0%    0.0%  v8::internal::(anonymous namespace)::SetupArrayBufferView(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSArrayBufferView>, v8::internal::Handle<v8::internal::JSArrayBuffer>, unsigned long, unsigned long, v8::internal::PretenureFlag)
     12    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetEntryForIndex(v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
     12    0.0%    0.0%  v8::(anonymous namespace)::CallDepthScope<true>::~CallDepthScope()
     11    0.0%    0.0%  v8::internal::Runtime::SetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, v8::internal::LanguageMode)
     11    0.0%    0.0%  v8::internal::LoadICNexus::StateFromFeedback() const
     11    0.0%    0.0%  v8::internal::LiveObjectIterator<(v8::internal::LiveObjectIterationMode)0>::Next()
     11    0.0%    0.0%  v8::internal::JSObject::WriteToField(int, v8::internal::PropertyDetails, v8::internal::Object*)
     11    0.0%    0.0%  v8::internal::JSObject::New(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::Handle<v8::internal::AllocationSite>)
     11    0.0%    0.0%  v8::internal::JSFunction::EnsureHasInitialMap(v8::internal::Handle<v8::internal::JSFunction>)
     11    0.0%    0.0%  v8::internal::Heap::MapForFixedTypedArray(v8::internal::ExternalArrayType)
     11    0.0%    0.0%  v8::internal::Heap::AllocateRawOneByteString(int, v8::internal::PretenureFlag)
     11    0.0%    0.0%  v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetImpl(v8::internal::FixedArrayBase*, unsigned int)
     11    0.0%    0.0%  node::StreamWrap::DoTryWrite(uv_buf_t**, unsigned long*)
     11    0.0%    0.0%  char* node::UncheckedRealloc<char>(char*, unsigned long)
     11    0.0%    0.0%  _uv__hrtime
     10    0.0%    0.0%  void v8::internal::Heap::UpdateAllocationSite<(v8::internal::Heap::UpdateAllocationSiteMode)0>(v8::internal::HeapObject*, v8::base::PointerTemplateHashMapImpl<v8::base::DefaultAllocationPolicy>*)
     10    0.0%    0.0%  v8::internal::StringSearch<unsigned char, unsigned char>::SingleCharSearch(v8::internal::StringSearch<unsigned char, unsigned char>*, v8::internal::Vector<unsigned char const>, int)
     10    0.0%    0.0%  v8::internal::StatsCounter::Increment()
     10    0.0%    0.0%  v8::internal::Object::ToString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
     10    0.0%    0.0%  v8::internal::LookupIterator::GetStoreTarget() const
     10    0.0%    0.0%  v8::internal::JSObject::GetElementsAccessor()
     10    0.0%    0.0%  v8::internal::IC::update_receiver_map(v8::internal::Handle<v8::internal::Object>)
     10    0.0%    0.0%  v8::internal::IC::stub_cache()
     10    0.0%    0.0%  v8::internal::HandleScope::DeleteExtensions(v8::internal::Isolate*)
     10    0.0%    0.0%  v8::internal::Factory::NewJSArrayStorage(v8::internal::Handle<v8::internal::JSArray>, int, int, v8::internal::ArrayStorageAllocationMode)
     10    0.0%    0.0%  v8::internal::Builtin_Impl_StringPrototypeTrim(v8::internal::BuiltinArguments, v8::internal::Isolate*)
     10    0.0%    0.0%  v8::internal::(anonymous namespace)::InvokeScope::~InvokeScope()
     10    0.0%    0.0%  v8::base::Mutex::Lock()
     10    0.0%    0.0%  v8::Number::New(v8::Isolate*, double)
     10    0.0%    0.0%  v8::Isolate::GetCpuProfiler()
     10    0.0%    0.0%  v8::HandleScope::HandleScope(v8::Isolate*)
     10    0.0%    0.0%  v8::ArrayBufferView::Buffer()
     10    0.0%    0.0%  _uv_try_write
      9    0.0%    0.0%  v8::platform::DefaultPlatform::PopTaskInMainThreadQueue(v8::Isolate*)
      9    0.0%    0.0%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::EvacuateSeqOneByteString(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      9    0.0%    0.0%  v8::internal::Runtime_StringParseInt(int, v8::internal::Object**, v8::internal::Isolate*)
      9    0.0%    0.0%  v8::internal::Runtime_ForInEnumerate(int, v8::internal::Object**, v8::internal::Isolate*)
      9    0.0%    0.0%  v8::internal::PrototypeIterator::PrototypeIterator(v8::internal::Isolate*, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::WhereToStart, v8::internal::PrototypeIterator::WhereToEnd)
      9    0.0%    0.0%  v8::internal::LoadIC::UpdateCaches(v8::internal::LookupIterator*)
      9    0.0%    0.0%  v8::internal::JSDate::New(v8::internal::Handle<v8::internal::JSFunction>, v8::internal::Handle<v8::internal::JSReceiver>, double)
      9    0.0%    0.0%  v8::internal::IC::UpdateState(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>)
      9    0.0%    0.0%  v8::internal::Heap::AllocateRawFixedArray(int, v8::internal::PretenureFlag)
      9    0.0%    0.0%  v8::internal::FieldType::NowContains(v8::internal::Object*)
      9    0.0%    0.0%  v8::internal::CompiledReplacement::Compile(v8::internal::Handle<v8::internal::String>, int, int)
      9    0.0%    0.0%  v8::String::NewFromUtf8(v8::Isolate*, char const*, v8::String::NewStringType, int)
      9    0.0%    0.0%  v8::RecursivelySerializeToUtf8(v8::internal::String*, v8::Utf8WriterVisitor*, int)
      9    0.0%    0.0%  std::__1::__tree_iterator<std::__1::__value_type<v8::Isolate*, std::__1::queue<v8::Task*, std::__1::deque<v8::Task*, std::__1::allocator<v8::Task*> > > >, std::__1::__tree_node<std::__1::__value_type<v8::Isolate*, std::__1::queue<v8::Task*, std::__1::deque<v8::Task*, std::__1::allocator<v8::Task*> > > >, void*>*, long> std::__1::__tree<std::__1::__value_type<v8::Isolate*, std::__1::queue<v8::Task*, std::__1::deque<v8::Task*, std::__1::allocator<v8::Task*> > > >, std::__1::__map_value_compare<v8::Isolate*, std::__1::__value_type<v8::Isolate*, std::__1::queue<v8::Task*, std::__1::deque<v8::Task*, std::__1::allocator<v8::Task*> > > >, std::__1::less<v8::Isolate*>, true>, std::__1::allocator<std::__1::__value_type<v8::Isolate*, std::__1::queue<v8::Task*, std::__1::deque<v8::Task*, std::__1::allocator<v8::Task*> > > > > >::find<v8::Isolate*>(v8::Isolate* const&)
      9    0.0%    0.0%  node::Buffer::Utf8Slice(v8::FunctionCallbackInfo<v8::Value> const&)
      9    0.0%    0.0%  bool v8::internal::CompiledReplacement::ParseReplacementPattern<unsigned char const>(v8::internal::ZoneList<v8::internal::CompiledReplacement::ReplacementPart>*, v8::internal::Vector<unsigned char const>, int, int, v8::internal::Zone*)
      8    0.0%    0.0%  void v8::internal::FindStringIndices<unsigned char, unsigned char>(v8::internal::Isolate*, v8::internal::Vector<unsigned char const>, v8::internal::Vector<unsigned char const>, v8::internal::ZoneList<int>*, unsigned int, v8::internal::Zone*)
      8    0.0%    0.0%  void v8::internal::BodyDescriptorBase::IterateBodyImpl<v8::internal::RecordMigratedSlotVisitor>(v8::internal::HeapObject*, int, int, v8::internal::RecordMigratedSlotVisitor*)
      8    0.0%    0.0%  v8::internal::RelocIterator::next()
      8    0.0%    0.0%  v8::internal::Map::TransitionToPrototype(v8::internal::Handle<v8::internal::Map>, v8::internal::Handle<v8::internal::Object>, v8::internal::PrototypeOptimizationMode)
      8    0.0%    0.0%  v8::internal::Heap::IteratePromotedObject(v8::internal::HeapObject*, int, bool, void (*)(v8::internal::HeapObject**, v8::internal::HeapObject*))
      8    0.0%    0.0%  v8::internal::Heap::InitializeJSObjectBody(v8::internal::JSObject*, v8::internal::Map*, int)
      8    0.0%    0.0%  v8::internal::Factory::NewFixedArray(int, v8::internal::PretenureFlag)
      8    0.0%    0.0%  v8::Uint8Array::New(v8::Local<v8::ArrayBuffer>, unsigned long, unsigned long)
      8    0.0%    0.0%  v8::String::WriteOneByte(unsigned char*, int, int, int) const
      8    0.0%    0.0%  v8::Object::InternalFieldCount()
      8    0.0%    0.0%  node::Buffer::New(node::Environment*, char*, unsigned long)
      7    0.0%    0.0%  void node::StreamBase::JSMethod<node::StreamWrap, &(node::StreamBase::WriteBuffer(v8::FunctionCallbackInfo<v8::Value> const&))>(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.0%    0.0%  void node::Buffer::StringWrite<(node::encoding)0>(v8::FunctionCallbackInfo<v8::Value> const&)
      7    0.0%    0.0%  v8::internal::String::ComputeAndSetHash()
      7    0.0%    0.0%  v8::internal::StaticMarkingVisitor<v8::internal::IncrementalMarkingMarkingVisitor>::VisitWeakCell(v8::internal::Map*, v8::internal::HeapObject*)
      7    0.0%    0.0%  v8::internal::Scanner::Next()
      7    0.0%    0.0%  v8::internal::Runtime_ClassOf(int, v8::internal::Object**, v8::internal::Isolate*)
      7    0.0%    0.0%  v8::internal::PagedSpace::AllocateRawUnaligned(int, v8::internal::PagedSpace::UpdateSkipList)
      7    0.0%    0.0%  v8::internal::Object::GetLengthFromArrayLike(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>)
      7    0.0%    0.0%  v8::internal::Map::InstancesNeedRewriting(v8::internal::Map*, int, int, int, int*)
      7    0.0%    0.0%  v8::internal::Logger::SuspectReadEvent(v8::internal::Name*, v8::internal::Object*)
      7    0.0%    0.0%  v8::internal::Factory::GetNumberStringCache(v8::internal::Handle<v8::internal::Object>)
      7    0.0%    0.0%  v8::Value::ToString(v8::Isolate*) const
      7    0.0%    0.0%  v8::Integer::New(v8::Isolate*, int)
      7    0.0%    0.0%  node::StreamWrap::OnReadCommon(uv_stream_s*, long, uv_buf_t const*, uv_handle_type)
      6    0.0%    0.0%  v8::platform::PumpMessageLoop(v8::Platform*, v8::Isolate*)
      6    0.0%    0.0%  v8::platform::DefaultPlatform::PumpMessageLoop(v8::Isolate*)
      6    0.0%    0.0%  v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::EvacuateFixedArray(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      6    0.0%    0.0%  v8::internal::Runtime_CreateListFromArrayLike(int, v8::internal::Object**, v8::internal::Isolate*)
      6    0.0%    0.0%  v8::internal::RememberedSet<(v8::internal::PointerDirection)1>::Insert(v8::internal::MemoryChunk*, unsigned char*)
      6    0.0%    0.0%  v8::internal::JSDate::CurrentTimeValue(v8::internal::Isolate*)
      6    0.0%    0.0%  v8::internal::Factory::NewHeapNumber(double, v8::internal::MutableMode, v8::internal::PretenureFlag)
      6    0.0%    0.0%  v8::TryCatch::~TryCatch()
      6    0.0%    0.0%  v8::String::IsExternalOneByte() const
      6    0.0%    0.0%  v8::Object::Set(v8::Local<v8::Value>, v8::Local<v8::Value>)
      6    0.0%    0.0%  int node::StreamBase::WriteString<(node::encoding)1>(v8::FunctionCallbackInfo<v8::Value> const&)
      6    0.0%    0.0%  _uv__next_timeout
      6    0.0%    0.0%  _uv__io_stop
      5    0.0%    0.0%  void v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::ObjectEvacuationStrategy<(v8::internal::ScavengingVisitor<(v8::internal::MarksHandling)1, (v8::internal::PromotionMode)1, (v8::internal::LoggingAndProfiling)0>::ObjectContents)1>::VisitSpecialized<40>(v8::internal::Map*, v8::internal::HeapObject**, v8::internal::HeapObject*)
      5    0.0%    0.0%  v8::internal::Scanner::ScanIdentifierOrKeyword()
      5    0.0%    0.0%  v8::internal::Scanner::Scan()
      5    0.0%    0.0%  v8::internal::NameDictionaryBase<v8::internal::NameDictionary, v8::internal::NameDictionaryShape>::FindEntry(v8::internal::Handle<v8::internal::Name>)
      5    0.0%    0.0%  v8::internal::JSReceiver::class_name()
      5    0.0%    0.0%  v8::internal::JSDate::SetValue(v8::internal::Object*, bool)
      5    0.0%    0.0%  v8::internal::Isolate::get_initial_js_array_map(v8::internal::ElementsKind)
      5    0.0%    0.0%  v8::internal::Builtin_HandleApiCall(int, v8::internal::Object**, v8::internal::Isolate*)
      5    0.0%    0.0%  v8::base::Thread::GetThreadLocal(int)
      5    0.0%    0.0%  v8::String::IsExternal() const
      5    0.0%    0.0%  uv
      5    0.0%    0.0%  int v8::internal::LinearSearch<(v8::internal::SearchMode)0, v8::internal::TransitionArray>(v8::internal::TransitionArray*, v8::internal::Name*, int, int*)
      4    0.0%    0.0%  void v8::internal::Scanner::Advance<false, true>()
      4    0.0%    0.0%  v8::platform::DefaultPlatform::PopTaskInMainThreadDelayedQueue(v8::Isolate*)
